0	Stan Collymore plays for Leicester City F.C.	.
0	Stan Collymore plays for Aston Villa F.C.	.
0	Stan Collymore plays for Wolverhampton Wanderers F.C.	.
0	Stan Collymore plays for Walsall F.C.	.
0	Stan Collymore plays for Real Oviedo	.
0	Stan Collymore plays for Fulham F.C.	.
0	Stan Collymore plays for Crystal Palace F.C.	.
0	Stan Collymore plays for Bradford City A.F.C.	.
0	Stan Collymore plays for Liverpool F.C.	.
0	Stan Collymore plays for Nottingham Forest F.C.	.
0	Suriname has official language English language	.
0	Suriname has official language French language	.
0	Suriname has official language Portuguese language	.
0	Suriname has official language Spanish language	.
0	Suriname has official language Arabic language	.
0	Suriname has official language Dutch language	.
0	Suriname has official language German language	.
0	Suriname has official language Italian language	.
0	Suriname has official language Russian language	.
0	Suriname has official language Urdu	.
0	Mantorras plays for Angola national football team	.
0	Mantorras plays for C.D. Primeiro de Agosto	.
0	Mantorras plays for Progresso Associação do Sambizanga	.
0	Mantorras plays for S.L. Benfica	.
0	Mantorras plays for F.C. Alverca	.
0	Mantorras plays for FC Barcelona B	.
0	Mantorras plays for Atlético Petróleos de Luanda	.
0	Mantorras plays for FC Barcelona	.
0	Mantorras plays for C.R. Caála	.
0	Mantorras plays for G.D. Estoril Praia	.
0	Pablo Bonells is affiliated to Pumas Morelos	.
0	Pablo Bonells is affiliated to Club Universidad Nacional	.
0	Pablo Bonells is affiliated to Querétaro F.C.	.
0	Pablo Bonells is affiliated to Club León	.
0	Pablo Bonells is affiliated to Club Celaya	.
0	Pablo Bonells is affiliated to Puebla F.C.	.
0	Pablo Bonells is affiliated to Atlético Celaya	.
0	Pablo Bonells is affiliated to Mexico national football team	.
0	Pablo Bonells is affiliated to Cruz Azul	.
0	Pablo Bonells is affiliated to Club Atlas	.
0	Jürgen Habermas is interested in Political philosophy	.
0	Jürgen Habermas is interested in Philosophy of language	.
0	Jürgen Habermas is interested in Marxism	.
0	Jürgen Habermas is interested in Philosophy of religion	.
0	Jürgen Habermas is interested in Philosophy of history	.
0	Jürgen Habermas is interested in Philosophy of science	.
0	Jürgen Habermas is interested in Philosophy of mind	.
0	Jürgen Habermas is interested in Phenomenology (philosophy)	.
0	Jürgen Habermas is interested in Philosophy of mathematics	.
0	Jürgen Habermas is interested in Islamic philosophy	.
0	Victorio Cocco is affiliated to Club Atlético Atlanta	.
0	Victorio Cocco is affiliated to Unión de Santa Fe	.
0	Victorio Cocco is affiliated to Boca Juniors	.
0	Victorio Cocco is affiliated to San Lorenzo de Almagro	.
0	Victorio Cocco is affiliated to Cúcuta Deportivo	.
0	Victorio Cocco is affiliated to Club Atlético River Plate	.
0	Victorio Cocco is affiliated to Argentina national football team	.
0	Victorio Cocco is affiliated to Deportivo de La Coruña	.
0	Victorio Cocco is affiliated to R.C. Deportivo de La Coruña	.
0	Victorio Cocco is affiliated to C.A. San Lorenzo de Almagro	.
0	Velibor Vasović plays for FK Partizan	.
0	Velibor Vasović plays for Red Star Belgrade	.
0	Velibor Vasović plays for Yugoslavia national football team	.
0	Velibor Vasović plays for FK Proleter Zrenjanin	.
0	Velibor Vasović plays for F.K. Red Star Belgrade	.
0	Velibor Vasović plays for F.K. Partizan	.
0	Velibor Vasović plays for FK Banat Zrenjanin	.
0	Velibor Vasović plays for AFC Ajax	.
0	Velibor Vasović plays for Ethnikos Piraeus F.C.	.
0	Velibor Vasović plays for Paris Saint-Germain F.C.	.
0	Telmo Zarra died in Bilbao	.
0	Telmo Zarra died in Barcelona	.
0	Telmo Zarra died in Madrid	.
0	Telmo Zarra died in London	.
0	Telmo Zarra died in Paris	.
0	Telmo Zarra died in Los Angeles	.
0	Telmo Zarra died in New York City	.
0	Telmo Zarra died in Vienna	.
0	Telmo Zarra died in Valencia	.
0	Telmo Zarra died in Toronto	.
0	Robert Gascoyne-Cecil, 3rd Marquess of Salisbury has gender male	.
0	Robert Gascoyne-Cecil, 3rd Marquess of Salisbury has gender female	.
0	Robert Gascoyne-Cecil, 3rd Marquess of Salisbury has gender Tomsk	.
0	Robert Gascoyne-Cecil, 3rd Marquess of Salisbury has gender Turkey	.
0	Robert Gascoyne-Cecil, 3rd Marquess of Salisbury has gender Azerbaijan	.
0	Robert Gascoyne-Cecil, 3rd Marquess of Salisbury has gender London Heathrow Terminal 5	.
0	Robert Gascoyne-Cecil, 3rd Marquess of Salisbury has gender London Heathrow Terminal 3	.
0	Robert Gascoyne-Cecil, 3rd Marquess of Salisbury has gender Laureus World Sports Awards	.
0	Robert Gascoyne-Cecil, 3rd Marquess of Salisbury has gender Erasmus Prize	.
0	Robert Gascoyne-Cecil, 3rd Marquess of Salisbury has gender Baku	.
0	Torbjörn Nilsson is affiliated to Västra Frölunda IF	.
0	Torbjörn Nilsson is affiliated to Sweden national football team	.
0	Torbjörn Nilsson is affiliated to PSV Eindhoven	.
0	Torbjörn Nilsson is affiliated to Örgryte IS	.
0	Torbjörn Nilsson is affiliated to IFK Göteborg	.
0	Torbjörn Nilsson is affiliated to P.S.V. Eindhoven	.
0	Torbjörn Nilsson is affiliated to 1. FC Kaiserslautern	.
0	Torbjörn Nilsson is affiliated to BK Häcken	.
0	Torbjörn Nilsson is affiliated to Malmö FF	.
0	Torbjörn Nilsson is affiliated to Sweden national under-21 football team	.
0	Rosemère, Quebec is located in Thérèse-De Blainville Regional County Municipality	.
0	Rosemère, Quebec is located in Laurentides	.
0	Rosemère, Quebec is located in United States	.
0	Rosemère, Quebec is located in Quebec	.
0	Rosemère, Quebec is located in Rosemère, Quebec	.
0	Rosemère, Quebec is located in Poland	.
0	Rosemère, Quebec is located in Canada	.
0	Rosemère, Quebec is located in Les Laurentides Regional County Municipality	.
0	Rosemère, Quebec is located in Deux-Montagnes Regional County Municipality	.
0	Rosemère, Quebec is located in Blainville, Quebec	.
0	Mark Blake (footballer born 1970) is affiliated to Kidderminster Harriers F.C.	.
0	Mark Blake (footballer born 1970) is affiliated to Aston Villa F.C.	.
0	Mark Blake (footballer born 1970) is affiliated to Walsall F.C.	.
0	Mark Blake (footballer born 1970) is affiliated to Leicester City F.C.	.
0	Mark Blake (footballer born 1970) is affiliated to Wolverhampton Wanderers F.C.	.
0	Mark Blake (footballer born 1970) is affiliated to Mansfield Town F.C.	.
0	Mark Blake (footballer born 1970) is affiliated to England national under-21 football team	.
0	Mark Blake (footballer born 1970) is affiliated to Portsmouth F.C.	.
0	Mark Blake (footballer born 1970) is affiliated to Derby County F.C.	.
0	Mark Blake (footballer born 1970) is affiliated to Birmingham City F.C.	.
0	Tony Jantschke plays for SC Borea Dresden	.
0	Tony Jantschke plays for Germany national youth football team	.
0	Tony Jantschke plays for Borussia Mönchengladbach	.
0	Tony Jantschke plays for Germany national under-21 football team	.
0	Tony Jantschke plays for de/Deutsche Fußballnationalmannschaft (U-19-Junioren)	.
0	Tony Jantschke plays for de/Deutsche Fußballnationalmannschaft (U-17-Junioren)	.
0	Tony Jantschke plays for de/Deutsche Fußballnationalmannschaft (U-20-Männer)	.
0	Tony Jantschke plays for Germany national football team	.
0	Tony Jantschke plays for Dynamo Dresden	.
0	Tony Jantschke plays for Alemannia Aachen	.
0	Pavel Košťál is affiliated to SC Wiener Neustadt	.
0	Pavel Košťál is affiliated to FC Hradec Králové	.
0	Pavel Košťál is affiliated to FC Slovan Liberec	.
0	Pavel Košťál is affiliated to FC Zbrojovka Brno	.
0	Pavel Košťál is affiliated to FK Baník Most	.
0	Pavel Košťál is affiliated to F.C. Hansa Rostock	.
0	Pavel Košťál is affiliated to Hansa Rostock	.
0	Pavel Košťál is affiliated to Czech Republic national football team	.
0	Pavel Košťál is affiliated to AC Sparta Prague	.
0	Pavel Košťál is affiliated to Czech Republic national under-21 football team	.
0	Bret McKenzie has musical role wordnet drum 103249569	.
0	Bret McKenzie has musical role wordnet uke 104506289	.
0	Bret McKenzie has musical role wordnet keyboard 103614007	.
0	Bret McKenzie has musical role wordnet guitar 103467517	.
0	Bret McKenzie has musical role wordnet piano 103928116	.
0	Bret McKenzie has musical role wordnet vocal music 107282006	.
0	Bret McKenzie has musical role wordnet percussion 100545059	.
0	Bret McKenzie has musical role wordnet bass guitar 102804123	.
0	Bret McKenzie has musical role wordnet harmonica 103494278	.
0	Bret McKenzie has musical role wordnet synthesist 110687231	.
0	Édouard Wawrzyniak is affiliated to SC Fives	.
0	Édouard Wawrzyniak is affiliated to Le Havre A.C.	.
0	Édouard Wawrzyniak is affiliated to Olympique de Marseille	.
0	Édouard Wawrzyniak is affiliated to Le Havre AC	.
0	Édouard Wawrzyniak is affiliated to France national football team	.
0	Édouard Wawrzyniak is affiliated to Valenciennes FC	.
0	Édouard Wawrzyniak is affiliated to Valenciennes F.C.	.
0	Édouard Wawrzyniak is affiliated to France national under-21 football team	.
0	Édouard Wawrzyniak is affiliated to Stade Rennais F.C.	.
0	Édouard Wawrzyniak is affiliated to Lille OSC	.
0	Chaker Zouagi plays for Olympique Béja	.
0	Chaker Zouagi plays for Espérance de Tunis	.
0	Chaker Zouagi plays for Étoile du Sahel	.
0	Chaker Zouagi plays for fr/Olympique de Béja (football)	.
0	Chaker Zouagi plays for Tunisia national football team	.
0	Chaker Zouagi plays for Tunisia national under-20 football team	.
0	Chaker Zouagi plays for FC Zürich	.
0	Chaker Zouagi plays for FC Lokomotiv Moscow	.
0	Chaker Zouagi plays for Olmaliq FK	.
0	Chaker Zouagi plays for Club Africain	.
0	Nicolás Olivera is affiliated to Defensor Sporting	.
0	Nicolás Olivera is affiliated to Valencia CF	.
0	Nicolás Olivera is affiliated to Puebla F.C.	.
0	Nicolás Olivera is affiliated to Club Necaxa	.
0	Nicolás Olivera is affiliated to Defensor Sporting Club	.
0	Nicolás Olivera is affiliated to Real Valladolid	.
0	Nicolás Olivera is affiliated to Real Valladolid C.F.	.
0	Nicolás Olivera is affiliated to Tiburones Rojos de Veracruz	.
0	Nicolás Olivera is affiliated to Sevilla FC	.
0	Nicolás Olivera is affiliated to Club Atlas	.
0	Guy Dardenne is affiliated to Boussu Dour Borinage	.
0	Guy Dardenne is affiliated to R.F.C. Seraing	.
0	Guy Dardenne is affiliated to Union Royale Namur	.
0	Guy Dardenne is affiliated to R.A.A. Louviéroise	.
0	Guy Dardenne is affiliated to Belgium national football team	.
0	Guy Dardenne is affiliated to Standard Liège	.
0	Guy Dardenne is affiliated to K.S.C. Lokeren Oost-Vlaanderen	.
0	Guy Dardenne is affiliated to Club Brugge K.V.	.
0	Guy Dardenne is affiliated to Club Brugge KV	.
0	Guy Dardenne is affiliated to R.S.C. Anderlecht	.
0	Jim Moffat is affiliated to Forfar Athletic F.C.	.
0	Jim Moffat is affiliated to East Fife F.C.	.
0	Jim Moffat is affiliated to East Stirlingshire F.C.	.
0	Jim Moffat is affiliated to Cowdenbeath F.C.	.
0	Jim Moffat is affiliated to Montrose F.C.	.
0	Jim Moffat is affiliated to Brechin City F.C.	.
0	Jim Moffat is affiliated to Dunfermline Athletic F.C.	.
0	Jim Moffat is affiliated to Hamilton Academical F.C.	.
0	Jim Moffat is affiliated to Albion Rovers F.C.	.
0	Jim Moffat is affiliated to Raith Rovers F.C.	.
0	Alan Sunderland plays for Ipswich Town F.C.	.
0	Alan Sunderland plays for Arsenal F.C.	.
0	Alan Sunderland plays for Wolverhampton Wanderers F.C.	.
0	Alan Sunderland plays for England national football B team	.
0	Alan Sunderland plays for England national football team	.
0	Alan Sunderland plays for England national under-21 football team	.
0	Alan Sunderland plays for Derry City F.C.	.
0	Alan Sunderland plays for West Ham United F.C.	.
0	Alan Sunderland plays for Sunderland A.F.C.	.
0	Alan Sunderland plays for Manchester City F.C.	.
0	José Callejón plays for Real Madrid C.F.	.
0	José Callejón plays for RCD Espanyol	.
0	José Callejón plays for Real Madrid Castilla	.
0	José Callejón plays for S.S.C. Napoli	.
0	José Callejón plays for Real Madrid C	.
0	José Callejón plays for Spain national football team	.
0	José Callejón plays for R.C.D. Espanyol de Barcelona	.
0	José Callejón plays for Spain national under-21 football team	.
0	José Callejón plays for Spain national under-18 football team	.
0	José Callejón plays for FC Barcelona	.
0	Adrian Pătulea is affiliated to CSM Studențesc Iași	.
0	Adrian Pătulea is affiliated to FCM Târgoviște	.
0	Adrian Pătulea is affiliated to FC Petrolul Ploiești	.
0	Adrian Pătulea is affiliated to FC Astra Giurgiu	.
0	Adrian Pătulea is affiliated to FC Farul Constanța	.
0	Adrian Pătulea is affiliated to FC Vaslui	.
0	Adrian Pătulea is affiliated to Hayes & Yeading United F.C.	.
0	Adrian Pătulea is affiliated to Lincoln City F.C.	.
0	Adrian Pătulea is affiliated to Hereford United F.C.	.
0	Adrian Pătulea is affiliated to Leyton Orient F.C.	.
0	Jesús Turiel is affiliated to Pontevedra CF	.
0	Jesús Turiel is affiliated to CD Toledo	.
0	Jesús Turiel is affiliated to Deportivo Alavés	.
0	Jesús Turiel is affiliated to Real Valladolid	.
0	Jesús Turiel is affiliated to Real Valladolid B	.
0	Jesús Turiel is affiliated to Hércules CF	.
0	Jesús Turiel is affiliated to Elche CF	.
0	Jesús Turiel is affiliated to Real Valladolid C.F.	.
0	Jesús Turiel is affiliated to Elche C.F.	.
0	Jesús Turiel is affiliated to Hércules C.F.	.
0	Divya Bharti acted in Dil Aashna Hai	.
0	Divya Bharti acted in Kshatriya (film)	.
0	Divya Bharti acted in Nagin (1976 film)	.
0	Divya Bharti acted in Hathyar (1989 film)	.
0	Divya Bharti acted in Border (1997 film)	.
0	Divya Bharti acted in Kurbaan (1991 film)	.
0	Divya Bharti acted in Khalnayak	.
0	Divya Bharti acted in Naam (1986 film)	.
0	Divya Bharti acted in LOC Kargil	.
0	Divya Bharti acted in Jaani Dushman	.
0	Luciano Quadros da Silva was born in São Paulo	.
0	Luciano Quadros da Silva was born in Hong Kong	.
0	Luciano Quadros da Silva was born in Salvador, Bahia	.
0	Luciano Quadros da Silva was born in Porto Alegre	.
0	Luciano Quadros da Silva was born in Campinas	.
0	Luciano Quadros da Silva was born in Curitiba	.
0	Luciano Quadros da Silva was born in Brasília	.
0	Luciano Quadros da Silva was born in Guarulhos	.
0	Luciano Quadros da Silva was born in Rio de Janeiro	.
0	Luciano Quadros da Silva was born in London	.
0	Pat Noonan is affiliated to Indiana Hoosiers men's soccer	.
0	Pat Noonan is affiliated to Michigan Bucks	.
0	Pat Noonan is affiliated to LA Galaxy	.
0	Pat Noonan is affiliated to Columbus Crew	.
0	Pat Noonan is affiliated to Seattle Sounders FC	.
0	Pat Noonan is affiliated to New England Revolution	.
0	Pat Noonan is affiliated to Aalesunds FK	.
0	Pat Noonan is affiliated to Los Angeles Galaxy	.
0	Pat Noonan is affiliated to United States men's national soccer team	.
0	Pat Noonan is affiliated to Colorado Rapids	.
0	Battle of the Dukla Pass happened in Kingdom of Hungary (1920–46)	.
0	Battle of the Dukla Pass happened in Czechoslovak government-in-exile	.
0	Battle of the Dukla Pass happened in Soviet Union	.
0	Battle of the Dukla Pass happened in Dukla	.
0	Battle of the Dukla Pass happened in Poland	.
0	Battle of the Dukla Pass happened in Slovakia	.
0	Battle of the Dukla Pass happened in Nazi Germany	.
0	Battle of the Dukla Pass happened in Kingdom of Hungary	.
0	Battle of the Dukla Pass happened in Russia	.
0	Battle of the Dukla Pass happened in Czechoslovakia	.
0	Frank Mill is affiliated to Rot-Weiss Essen	.
0	Frank Mill is affiliated to Borussia Dortmund	.
0	Frank Mill is affiliated to Borussia Mönchengladbach	.
0	Frank Mill is affiliated to Germany Olympic football team	.
0	Frank Mill is affiliated to Germany national under-21 football team	.
0	Frank Mill is affiliated to Germany national football team	.
0	Frank Mill is affiliated to Fortuna Düsseldorf	.
0	Frank Mill is affiliated to Germany national football B team	.
0	Frank Mill is affiliated to FC Schalke 04	.
0	Frank Mill is affiliated to Schwarz-Weiß Essen	.
0	Volodymyr Muntyan is affiliated to Soviet Union national football team	.
0	Volodymyr Muntyan is affiliated to F.C. Dynamo Kyiv	.
0	Volodymyr Muntyan is affiliated to FC Dynamo Kyiv	.
0	Volodymyr Muntyan is affiliated to FC Dnipro Cherkasy	.
0	Volodymyr Muntyan is affiliated to FC CSKA Kyiv	.
0	Volodymyr Muntyan is affiliated to FC Obolon Kyiv	.
0	Volodymyr Muntyan is affiliated to FC Alania Vladikavkaz	.
0	Volodymyr Muntyan is affiliated to FC Dynamo-2 Kyiv	.
0	Volodymyr Muntyan is affiliated to FC Arsenal Kyiv	.
0	Volodymyr Muntyan is affiliated to FC Dnipro Dnipropetrovsk	.
0	Leopold III, Margrave of Austria has child Henry II, Duke of Austria	.
0	Leopold III, Margrave of Austria has child Agnes of Babenberg	.
0	Leopold III, Margrave of Austria has child Leopold III, Margrave of Austria	.
0	Leopold III, Margrave of Austria has child Agnes of Germany	.
0	Leopold III, Margrave of Austria has child Władysław II the Exile	.
0	Leopold III, Margrave of Austria has child Conrad III of Germany	.
0	Leopold III, Margrave of Austria has child Gertrude of Babenberg, Duchess of Bohemia	.
0	Leopold III, Margrave of Austria has child Bertha of Savoy	.
0	Leopold III, Margrave of Austria has child Mieszko IV Tanglefoot	.
0	Leopold III, Margrave of Austria has child Henry IV, Holy Roman Emperor	.
0	Marcel Schmelzer plays for SV Fortuna Magdeburg	.
0	Marcel Schmelzer plays for 1. FC Magdeburg	.
0	Marcel Schmelzer plays for Borussia Dortmund	.
0	Marcel Schmelzer plays for Borussia Dortmund II	.
0	Marcel Schmelzer plays for Germany national football team	.
0	Marcel Schmelzer plays for Germany national under-21 football team	.
