	head	relation	pred_tail	true_tail	rank	ppls
0	Stan_Collymore	playsFor	Leicester_City_F.C.	England_national_football_team	13	33.57911682128906
1	Stan_Collymore	playsFor	Aston_Villa_F.C.	England_national_football_team	13	34.855796813964844
2	Stan_Collymore	playsFor	Wolverhampton_Wanderers_F.C.	England_national_football_team	13	14.953859329223633
3	Stan_Collymore	playsFor	Walsall_F.C.	England_national_football_team	13	28.094058990478516
4	Stan_Collymore	playsFor	Real_Oviedo	England_national_football_team	13	61.26893615722656
5	Stan_Collymore	playsFor	Fulham_F.C.	England_national_football_team	13	29.834278106689453
6	Stan_Collymore	playsFor	Crystal_Palace_F.C.	England_national_football_team	13	29.182106018066406
7	Stan_Collymore	playsFor	Bradford_City_A.F.C.	England_national_football_team	13	25.377885818481445
8	Stan_Collymore	playsFor	Liverpool_F.C.	England_national_football_team	13	31.657758712768555
9	Stan_Collymore	playsFor	Nottingham_Forest_F.C.	England_national_football_team	13	32.80002975463867
10	Suriname	hasOfficialLanguage	English_language	Dutch_language	6	262.67315673828125
11	Suriname	hasOfficialLanguage	French_language	Dutch_language	6	355.14349365234375
12	Suriname	hasOfficialLanguage	Portuguese_language	Dutch_language	6	317.09747314453125
13	Suriname	hasOfficialLanguage	Spanish_language	Dutch_language	6	456.1898498535156
14	Suriname	hasOfficialLanguage	Arabic_language	Dutch_language	6	332.50628662109375
15	Suriname	hasOfficialLanguage	Dutch_language	Dutch_language	6	235.818115234375
16	Suriname	hasOfficialLanguage	German_language	Dutch_language	6	291.6806945800781
17	Suriname	hasOfficialLanguage	Italian_language	Dutch_language	6	413.5002746582031
18	Suriname	hasOfficialLanguage	Russian_language	Dutch_language	6	410.03167724609375
19	Suriname	hasOfficialLanguage	Urdu	Dutch_language	6	177.87843322753906
20	Mantorras	playsFor	Angola_national_football_team	F.C._Alverca	5	207.71676635742188
21	Mantorras	playsFor	C.D._Primeiro_de_Agosto	F.C._Alverca	5	28.138999938964844
22	Mantorras	playsFor	Progresso_Associação_do_Sambizanga	F.C._Alverca	5	79.4476089477539
23	Mantorras	playsFor	S.L._Benfica	F.C._Alverca	5	34.961830139160156
24	Mantorras	playsFor	F.C._Alverca	F.C._Alverca	5	52.04572677612305
25	Mantorras	playsFor	FC_Barcelona_B	F.C._Alverca	5	183.15029907226562
26	Mantorras	playsFor	Atlético_Petróleos_de_Luanda	F.C._Alverca	5	25.464008331298828
27	Mantorras	playsFor	FC_Barcelona	F.C._Alverca	5	253.8798065185547
28	Mantorras	playsFor	C.R._Caála	F.C._Alverca	5	161.81564331054688
29	Mantorras	playsFor	G.D._Estoril_Praia	F.C._Alverca	5	40.70973205566406
30	Pablo_Bonells	isAffiliatedTo	Pumas_Morelos	Club_Celaya	5	221.5131072998047
31	Pablo_Bonells	isAffiliatedTo	Club_Universidad_Nacional	Club_Celaya	5	100.69400787353516
32	Pablo_Bonells	isAffiliatedTo	Querétaro_F.C.	Club_Celaya	5	67.98392486572266
33	Pablo_Bonells	isAffiliatedTo	Club_León	Club_Celaya	5	267.7282409667969
34	Pablo_Bonells	isAffiliatedTo	Club_Celaya	Club_Celaya	5	413.9356689453125
35	Pablo_Bonells	isAffiliatedTo	Puebla_F.C.	Club_Celaya	5	82.63221740722656
36	Pablo_Bonells	isAffiliatedTo	Atlético_Celaya	Club_Celaya	5	166.36566162109375
37	Pablo_Bonells	isAffiliatedTo	Mexico_national_football_team	Club_Celaya	5	226.34426879882812
38	Pablo_Bonells	isAffiliatedTo	Cruz_Azul	Club_Celaya	5	220.23638916015625
39	Pablo_Bonells	isAffiliatedTo	Club_Atlas	Club_Celaya	5	471.93792724609375
40	Jürgen_Habermas	isInterestedIn	Political_philosophy	Political_philosophy	1	51.269203186035156
41	Jürgen_Habermas	isInterestedIn	Philosophy_of_language	Political_philosophy	1	46.99776840209961
42	Jürgen_Habermas	isInterestedIn	Marxism	Political_philosophy	1	40.52519607543945
43	Jürgen_Habermas	isInterestedIn	Philosophy_of_religion	Political_philosophy	1	41.785301208496094
44	Jürgen_Habermas	isInterestedIn	Philosophy_of_history	Political_philosophy	1	42.97386932373047
45	Jürgen_Habermas	isInterestedIn	Philosophy_of_science	Political_philosophy	1	40.25779342651367
46	Jürgen_Habermas	isInterestedIn	Philosophy_of_mind	Political_philosophy	1	53.588600158691406
47	Jürgen_Habermas	isInterestedIn	Phenomenology_(philosophy)	Political_philosophy	1	20.343570709228516
48	Jürgen_Habermas	isInterestedIn	Philosophy_of_mathematics	Political_philosophy	1	65.5941162109375
49	Jürgen_Habermas	isInterestedIn	Islamic_philosophy	Political_philosophy	1	44.069252014160156
50	Victorio_Cocco	isAffiliatedTo	Club_Atlético_Atlanta	Argentina_national_football_team	7	131.64724731445312
51	Victorio_Cocco	isAffiliatedTo	Unión_de_Santa_Fe	Argentina_national_football_team	7	157.83432006835938
52	Victorio_Cocco	isAffiliatedTo	Boca_Juniors	Argentina_national_football_team	7	122.58007049560547
53	Victorio_Cocco	isAffiliatedTo	San_Lorenzo_de_Almagro	Argentina_national_football_team	7	83.3718490600586
54	Victorio_Cocco	isAffiliatedTo	Cúcuta_Deportivo	Argentina_national_football_team	7	81.95164489746094
55	Victorio_Cocco	isAffiliatedTo	Club_Atlético_River_Plate	Argentina_national_football_team	7	72.41607666015625
56	Victorio_Cocco	isAffiliatedTo	Argentina_national_football_team	Argentina_national_football_team	7	212.48695373535156
57	Victorio_Cocco	isAffiliatedTo	Deportivo_de_La_Coruña	Argentina_national_football_team	7	56.33493423461914
58	Victorio_Cocco	isAffiliatedTo	R.C._Deportivo_de_La_Coruña	Argentina_national_football_team	7	45.23017501831055
59	Victorio_Cocco	isAffiliatedTo	C.A._San_Lorenzo_de_Almagro	Argentina_national_football_team	7	62.51112365722656
60	Velibor_Vasović	playsFor	FK_Partizan	AFC_Ajax	8	30.684585571289062
61	Velibor_Vasović	playsFor	Red_Star_Belgrade	AFC_Ajax	8	33.68162536621094
62	Velibor_Vasović	playsFor	Yugoslavia_national_football_team	AFC_Ajax	8	69.09393310546875
63	Velibor_Vasović	playsFor	FK_Proleter_Zrenjanin	AFC_Ajax	8	15.997483253479004
64	Velibor_Vasović	playsFor	F.K._Red_Star_Belgrade	AFC_Ajax	8	38.72161865234375
65	Velibor_Vasović	playsFor	F.K._Partizan	AFC_Ajax	8	37.488704681396484
66	Velibor_Vasović	playsFor	FK_Banat_Zrenjanin	AFC_Ajax	8	18.476463317871094
67	Velibor_Vasović	playsFor	AFC_Ajax	AFC_Ajax	8	171.1256866455078
68	Velibor_Vasović	playsFor	Ethnikos_Piraeus_F.C.	AFC_Ajax	8	20.516502380371094
69	Velibor_Vasović	playsFor	Paris_Saint-Germain_F.C.	AFC_Ajax	8	14.330153465270996
70	Telmo_Zarra	diedIn	Bilbao	Bilbao	1	191.36659240722656
71	Telmo_Zarra	diedIn	Barcelona	Bilbao	1	562.2158203125
72	Telmo_Zarra	diedIn	Madrid	Bilbao	1	540.577880859375
